total_elem_nutr,total_mid_nutr,total_elem_ne,total_mid_ne,total_elem_pa,total_mid_pa,three_ela_change,three_math_change,four_ela_change,four_math_change,five_ela_change,five_math_change,six_ela_change,six_math_change,seven_ela_change,seven_math_change,eight_ela_change,eight_math_change
21,29,28,29,35,30,0.453799418,0.16499424,-0.17921662,0.25223991,-0.084018536,0.018544938,0.05934244,-0.276463459,-0.12486616,-0.62522877,-0.24363527,0.046528677
53,44,48,41,41,31,-0.08314833,-0.20602156,-0.104009446,-0.00352326,-0.2255206,-0.25857501,0.21328884,0.01735594,0.07658407,0.36105697,-0.18030253,0.25396293
22,27,24,21,35,30,0.211774357,0.227883138,0.266152275,0.36015904,-0.214230233,-0.06957324,0.325710745,-0.21978819,0.274069592,-0.23148882,-0.082786064,0.11017492
17,18,10,13,29,28,0.007308871,-0.472710894,0.04487275,0.18309435,0.05783424,0.05001766,0.72311741,0.48859714,-0.267491673,-0.311640859,0.086040974,-0.252263498
23,41,38,38,28,19,-0.15594527,-0.51906399,0.9216322,0.33786095,-0.6960378,-0.74078995,0.76448242,0.467820307,0.15695504,0.492220311,0.309218676,0.20304596
26,38,34,32,35,34,,,,,0.31760517,-0.17669021,-0.34847099,-0.08907456,,,0.34645376,-0.38534704
21,34,32,33,24,19,-0.11472602,0.00955632,-0.02857123,0.03654638,-0.052403565,0.0734517,0.15236653,-0.01371699,-0.00512913,0.0191967,0.11302257,0.06522416
41,41,41,37,34,28,0.111614311,0.304366143,-0.02517744,-0.003102452,0.10870026,0.22025032,-0.00270131,0.0564293,0.00303093,-0.00893956,0.153962699,-0.01439858
26,30,29,29,40,32,1.14528416,0.5491898,0.1064527,0.22027299,,,,,0.38111985,0.002401727,-0.23277435,-0.114141349
23,28,29,21,39,20,-0.311786903,0.009186529,-0.02786224,0.17025925,-0.261163811,-0.4916725,0.3013833,0.19072216,0.179854942,-0.01458618,-0.33986387,-0.30004137
23,37,21,24,31,22,-0.50665054,-0.27312532,0.29180866,0.617440123,0.358304352,-0.03675546,-0.199281122,0.124466865,0.242023158,0.19338761,-0.01311503,0.353368483
18,28,29,29,31,27,0.84049714,0.57133673,0.066567252,-0.021151174,0.77948385,0.49696523,0.279401193,0.02456119,-0.032850822,0.190402827,0.321807049,0.19782221
32,26,15,10,15,14,0.27596073,0.309896107,-0.252848599,-0.41075375,-0.03311844,-0.01628628,-0.08119523,0.06906933,-0.349507087,-0.693025456,0.241163159,-0.067574181
20,35,35,27,37,27,-0.126036764,-0.059448473,-0.117118855,-0.07229714,-0.211341497,-0.465712558,-1.103488612,-0.73175144,-1.316361602,-0.840512479,-1.159376325,-1.03926656
31,22,34,34,35,30,0.20647655,-0.42878025,-0.21254322,-0.14073425,-0.287281735,-0.183264674,-0.01406786,0.068269687,-0.243426208,0.16543387,-0.342222781,-0.446447264
37,37,31,29,42,33,-0.30659869,-0.15594396,,,-0.29369807,0.021069288,-0.21886241,-0.44680632,0.30703387,0.06241816,0.41946352,0.43783963
29,20,38,38,36,29,0.234194772,0.26601368,0.138983582,0.43229658,-0.499977578,-0.25910371,0.071948561,-0.24033368,-0.072295986,-0.08532289,-0.240474212,-0.10158716
44,43,29,18,36,28,-0.104407464,-0.26021968,-0.029871624,0.052259261,-0.024667203,-0.148020367,-0.09220165,-0.253731683,0.12909114,0.335926262,-0.139159642,-0.292624545
27,23,38,38,29,24,,,,,,,,,0.38667804,0.14258076,-0.17162502,0.026996534
14,15,25,24,33,26,-0.07960081,0.450464853,-0.87618763,-1.17547231,-0.13717976,-0.25189036,0.18625207,-0.411414944,-0.250670597,-0.37908512,0.110428784,-0.207617491
17,32,25,21,25,26,0.32742675,0.090264363,-0.088267122,-0.11994907,0.227395513,0.066727651,-0.193735771,0.034706565,0.202666578,0.029349041,-0.048814679,-0.08443969
22,22,41,38,34,28,0.245125063,0.12365174,-0.85665502,-1.11992867,0.18200451,0.02672178,0.25775479,-0.03482404,0.0913018,-0.3814446,-0.62987214,0.06103397
20,21,15,14,25,17,-0.1067138,-0.42429603,0.110794187,0.0855386,-0.102595075,-0.35219927,0.05260426,0.52576432,0.145524329,0.01277756,0.56209799,0.65876313
15,22,20,16,20,16,-0.128153253,0.49548635,,,0.51194525,0.51111698,,,0.2785458,0.24039263,-0.207586747,-0.503708563
32,39,43,34,38,32,0.135516469,0.259114845,-0.08586186,0.03073166,0.12078936,-0.138066574,0.09943368,-0.104286262,-0.127696663,-0.26657331,-0.15826813,-0.01258184
34,33,52,50,38,26,-0.03345051,-0.279685856,-0.022548434,0.107503301,-0.26345059,-0.45631244,0.294751899,-0.144345061,-0.095306195,0.110177561,0.256014567,0.04567929
18,23,26,25,36,28,-0.200940829,0.175087657,0.223212633,-0.172877505,0.31871232,-0.21135351,-0.12507521,-0.224128522,0.07145204,0.123389836,0.141256,0.52384222
26,26,16,16,23,17,0.056327635,0.001598783,0.21757312,0.116208964,0.028195746,-0.260864044,-0.47772345,-0.30403994,0.060882144,-0.21310782,-0.046882906,0.162739123
28,39,29,23,38,26,0.018925488,0.20545212,-0.121039675,-0.147054446,-0.049352261,0.07277012,-0.466348953,-0.02200044,-0.044152262,-0.136197707,-0.00221026,-0.054288528
32,24,37,29,35,30,-0.01974942,-0.03869665,0.485489564,0.108750429,-0.09855521,-0.36762202,-0.126782047,-0.338932805,0.4485414,0.60131428,0.137343267,0.01957851
22,22,38,38,36,30,,,0.19519202,0.059837535,,,,,-0.0329613,0.04485463,,
32,27,39,30,35,32,0.232348675,0.140503474,0.35012336,0.24949401,-0.53801821,-0.49239503,-0.10361755,-0.03990859,0.11195623,-0.189398648,0.24844196,0.106241718
27,31,46,38,39,29,0.42003229,0.37017879,-0.50647897,-0.5137465,0.08353191,-0.06155809,-0.04708514,-0.100655566,0.230596745,0.011237062,-0.34574278,-0.81184462
19,23,15,15,27,23,-0.149692041,-0.323206105,0.51301191,0.51135328,-0.57595431,-0.11822775,-0.14838245,-0.39865171,0.71903219,0.5200878,-0.10673146,-0.085744
38,35,32,30,37,28,-0.01040117,-0.0371413,-0.09555052,-0.12500827,-0.0035851,-0.06719718,-0.06899435,-0.18921694,-0.0865525,-0.00725466,0.00204929,0.03467462
29,29,16,16,21,17,0.1905506,0.40384525,-0.19128545,-0.061888222,-0.047605079,0.20824401,-0.35939854,0.419657,0.279577355,-0.48648392,0.02375578,-0.116320775
14,20,31,33,37,29,-0.08779758,-0.51913814,0.251347524,0.130189707,0.09557153,-0.109429133,0.229334128,0.123200317,0.06383139,0.24671781,-0.345244159,-0.3378824
28,34,27,21,26,27,0.267164205,-0.052500691,0.107355,-0.13591628,-0.03230077,-0.045125837,-0.096341836,0.43740195,0.18424334,0.09214234,0.151292452,0.14997101
26,26,22,22,20,18,-0.2735495,-0.28068402,-0.002967544,0.12578793,-0.83096552,-0.51998486,0.26275325,0.40074721,,,-0.18426634,0.42373723
25,24,29,24,37,31,-0.021299727,-0.22090444,0.03589219,0.38307729,0.386505041,0.54697696,0.369876436,0.282971198,0.4427948,0.57865788,-0.30952827,-0.33344889
33,33,20,19,32,27,-0.044940568,-0.34493615,0.383288303,0.227473009,-0.332750079,-0.571298811,-0.175978663,-0.0236516,0.368482881,0.02276472,-0.07799475,-0.403873389
31,37,45,37,33,30,-0.110727931,0.173364797,-0.047802839,0.033366638,0.041353655,-0.000827096,-0.09892827,0.20294856,-0.14289682,-0.163382946,-0.295202469,-0.069098199
28,27,47,40,44,34,-0.336632815,-0.11593691,-0.90188682,-0.38505319,-0.066342041,-0.064717464,-0.340749576,-0.63145993,0.24485961,0.44835567,-0.25268808,0.16446862
24,45,27,27,35,27,-0.144626231,-0.08428725,-0.027329624,-0.043404944,-0.084834997,-0.366324493,-0.21992236,-0.19435851,0.0095658,0.12120089,0.19998647,0.114131947
42,50,47,45,37,30,-0.095699618,0.05900407,0.136983835,0.025189485,0.131428988,-0.018976718,0.34361282,0.0116051,0.054304982,0.09547205,-0.099244577,0.139596647
20,15,20,16,28,23,0.31716552,-0.08971534,0.51947355,0.80242497,-0.00969422,-0.543363992,-0.57727143,-0.27968836,-0.127992206,-0.628913503,0.12746151,-0.28971106
20,33,18,25,24,27,-0.257269574,-0.163566656,-0.42982305,-0.385080629,0.27557453,0.275063773,0.277613208,0.03379462,-0.48773029,-0.59592611,0.11320135,-0.18076588
15,16,42,41,28,21,-0.15687519,-0.08648223,0.05150598,0.04214257,0.00859928,-0.324776921,-0.32568037,-0.20566494,0.04595265,0.58329272,0.331334754,0.291708406
34,34,31,30,27,23,,,,,,,,,,,-0.35567874,-0.40461366
35,35,18,19,11,7,0.16544489,-0.01378352,0.0836418,0.14130115,0.200284074,-0.03631242,-0.04813886,-0.295444806,0.22639054,0.396122051,0.09208673,0.03417061
36,46,46,44,39,34,-0.11484249,0.00405759,-0.16217213,0.01014549,0.00157506,0.01504546,0.05429494,0.11892377,0.02982031,-0.4816376,0.15555252,-0.21531445
21,22,30,30,31,19,-0.061709091,-0.21632732,-0.17852515,-0.44417432,0.448811979,0.046007675,0.25262275,0.11364511,-0.2855477,-0.41964975,-0.149866935,-0.13159996
30,29,29,18,29,19,0.63598464,0.182878266,-0.2862606,0.061343066,,,-0.19525003,-0.16699818,0.18140346,0.0372769,-0.16136432,-0.23079047
14,14,27,27,36,34,0.087955026,0.107657774,0.227266229,0.386581183,0.11087336,0.31369574,-0.43485133,-0.550727662,-0.17183455,-0.84040966,0.05612816,-0.170721459
27,22,42,32,30,24,0.06512093,-0.06646244,0.208367698,0.217765474,0.01617835,0.248814891,0.01265551,-0.07337311,0.13934022,0.14789963,0.013964372,-0.391433299
19,19,46,33,36,31,0.014190279,-0.19555259,0.089737423,-0.07739599,,,,,,,0.27307993,0.069310918
16,16,19,15,,,-0.42458171,-0.087312594,-0.44811154,0.06864592,-0.31300849,-0.38190991,0.10271724,-0.48107687,0.32231,0.52930117,-0.00713089,-0.508948496
18,25,33,32,35,31,0.10974282,-0.39670146,-0.26819462,-0.2059167,-0.11031867,0.65480757,0.42010286,0.55495632,-0.455522181,-0.394553366,-0.21551333,-0.24208188
25,33,38,42,41,33,-0.422550474,-0.82165825,0.0994477,0.28225166,0.296828974,0.26909356,-0.15259478,-0.17924702,0.55519619,0.214973003,-0.53886724,-0.36957279
20,19,38,38,36,30,-0.04656586,-0.08814093,-0.01171168,-0.01182523,-0.29458995,-0.15626665,0.23576712,0.10209032,-0.01180318,-0.05521757,0.01542547,-0.06185674
31,32,42,38,34,26,-0.147934441,-0.03860334,0.27427128,0.3659932,0.146088983,-0.133987985,0.07314017,0.17693949,0.198606933,0.132525526,0.359772596,-0.24379705
29,31,31,34,38,31,0.20363741,0.209684489,0.038286852,-0.224085392,0.27844188,0.07776177,0.0511978,0.02988825,-0.0087153,-0.069070674,-0.134760344,0.05550233
29,45,39,40,34,28,-0.55616572,-0.55737899,0.003697,0.16312653,-0.07168683,-0.07335872,-0.407179948,-0.11088425,-0.05242182,-0.232238505,-0.267610693,-0.34201178
29,35,25,14,28,21,0.02599844,-0.34364245,-0.22723156,-0.08304891,-0.06004279,0.26853585,-0.00555193,0.2753352,0.08091554,-0.27422481,0.1367521,0.17055665
33,33,35,35,41,32,,,0.036366984,0.26900277,-0.20656106,-0.036855098,,,,,-0.54262298,-0.81917572
24,28,18,18,29,24,-0.01622304,-0.04626024,-0.09709156,-0.356244151,-0.10846287,-0.26759556,0.050822509,0.064261178,0.06575164,-0.04784095,-0.08997453,0.259188842
29,27,23,17,38,22,-0.13737581,-0.03470407,0.26677129,0.01672032,0.07521941,-0.134233331,-0.03116662,-0.04324504,0.11639848,-0.08739808,0.079365965,-0.037061211
31,22,39,27,33,26,-0.51234931,-0.50803125,-0.00560444,-0.00245431,-0.23314513,-0.14463665,-0.098404355,-0.42711431,,,-0.062346935,-0.18390201
27,35,37,28,40,30,0.02317163,-0.31799709,0.136132158,0.000541847,-0.014499374,0.210722324,-0.037870895,-0.58573246,-0.282713012,-0.123434208,0.192605605,-0.308405853
35,36,27,26,18,16,-0.050864421,-0.06230674,-0.140624107,-0.190012515,0.128566702,0.106765034,-0.153311999,-0.120787735,-0.024485899,0.036998831,-0.029495903,-0.085043039
30,41,45,45,36,35,-0.09788962,-0.115325922,-0.3070892,-0.307521601,0.186358528,0.562642003,0.05386911,0.38101555,-0.204687402,-0.19738263,0.147593598,0.27440625
27,30,33,30,41,30,0.17077422,0.391634605,-0.08064088,0.13331115,-0.07516569,-0.00224743,0.026168446,-0.1713638,-0.30228186,0.25909503,-0.2284626,-0.3244899
20,13,36,34,26,20,0.188035907,0.0718222,0.1186299,0.02810851,-0.19732791,-0.143230455,-0.255545354,-0.193865525,0.179554109,0.014476739,-0.312236325,-0.09781161
22,40,39,39,32,32,-0.078792005,-0.01299213,-0.149468916,0.102124195,-0.01121166,0.006952984,0.06568327,0.10073303,0.124798557,-0.06009727,0.059101315,-0.047862736
26,27,21,18,25,21,0.77962615,0.98362127,0.08052313,0.62070528,0.136383307,0.49445531,0.29513306,0.09837376,0.65940595,1.05516958,0.33542402,0.266084802
24,40,41,38,43,36,0.02193588,0.03520889,0.131616533,0.05677026,-0.0194251,-0.16141514,0.126600284,0.032537896,-0.067647202,-0.173584098,0.239217472,0.41307231
32,31,34,35,36,29,-0.086702387,-0.020296227,-0.081909884,-0.03306976,0.00481225,-0.0277211,-0.06475686,-0.11281392,-0.0379932,0.03471234,0.03422928,-0.033455957
14,13,37,28,34,26,0.293303097,0.00882557,-0.02675313,0.0242597,-0.31525503,-0.56421115,-0.06221741,0.19423699,0.01346078,0.09094489,0.12227046,0.25825548
23,22,27,27,32,25,-0.152672639,-0.22338514,-1.09076237,-0.45259168,0.206441861,0.005401812,0.07703482,-0.37569628,-0.082121,-0.11085614,-0.80734652,-0.201105295
19,19,34,26,31,9,0.08565375,-0.405227805,0.017918544,0.251489019,-0.41491475,-0.772320103,0.09644264,0.390500703,-0.125781428,0.007931956,0.01010302,-0.015198995
21,30,31,23,43,32,-0.07668564,-0.054268166,-0.142543983,-0.281855638,0.03200735,-0.18295749,-0.23161116,-0.15559081,0.174356,0.30155298,-0.30029721,-0.075176169
50,50,43,34,31,23,-0.186381921,-0.44884983,0.28764377,0.24877017,-0.28984952,-0.85355996,-0.1097412,0.04619825,-0.01621221,-0.14966601,0.107219172,0.14181202
22,26,37,37,31,27,,,0.030072518,0.34989938,-0.22479714,-0.49399745,,,,,,
17,26,29,28,29,20,0.32323563,-0.20833368,0.300541517,0.13652068,-0.27140639,0.01827767,0.14298698,0.08694024,0.08057877,0.07346278,0.10955113,0.264106513
23,31,35,32,27,31,-0.06281737,-0.20747047,-0.070353502,-0.274868443,-0.277820562,0.029318402,-0.28761143,-0.500023486,0.4841671,0.339033947,-0.218796418,-0.32933522
16,18,19,17,26,21,-0.28649557,0.3302075,,,0.043336071,0.0749854,-0.240697005,-0.131924885,-0.05610108,-0.035605736,-0.015466325,0.52605897
15,22,26,26,29,22,0.07606438,0.030052455,0.07196486,-0.02941537,-0.03626755,-0.41681367,0.112238124,0.42393726,-0.099978382,-0.158660016,-0.190343562,-0.71362245
10,9,8,9,14,11,-0.351035517,0.068413952,0.48691606,0.10040187,-0.06718285,-0.14079723,-0.14301166,-0.03908443,-0.73887989,-0.329222104,-0.38569635,0.344080898
31,29,29,24,32,26,0.083781424,0.1482745,-0.060107717,-0.093261287,0.15985099,0.171770809,0.02544574,-0.05309698,-0.0726338,-0.00977948,0.04859781,-0.09310159
25,,11,,30,,-0.2988022,-0.50217515,-0.111100799,0.39931235,0.086963467,0.050433718,-0.32377434,0.39645487,0.29688278,0.36086524,,
22,22,25,28,31,25,0.79289365,0.26407641,-1.00654304,-1.6107483,-0.19004946,0.30543929,0.223655641,-0.11473662,-0.022466205,0.26082459,-0.526844152,-0.54818095
36,44,50,40,35,19,0.14586431,0.47626391,,,0.008266799,0.19580771,,,0.82395835,0.20685424,-0.64509821,-0.3733016
24,15,44,38,30,25,-0.10430757,-0.09249584,0.04493591,0.097020847,-0.259317639,-0.10567453,-0.05577521,0.06334248,0.24402786,-0.03145045,-0.17191318,-0.489083786
20,29,28,24,29,16,-0.19616554,-0.137104953,0.01525265,-0.130810555,-0.295344765,-0.127716668,-0.17891867,-0.46293673,0.00124358,0.53899519,0.024864968,0.066957963
23,23,19,17,30,23,,,-0.54745692,-0.071030684,0.16184726,-0.19840571,-0.090783432,0.25485107,-0.23068558,-0.89226497,-0.10543568,0.26917532
32,32,41,41,35,27,-0.12569316,0.33233839,-0.272217496,-0.02757453,-0.115732364,-0.26017649,-0.44438204,-0.143375819,0.294491795,0.13017079,-0.145338239,-0.129204325
27,44,44,44,35,29,-0.06130641,0.00677174,0.023721203,-0.21939652,-0.05749661,-0.12558241,-0.078844396,0.38613805,-0.42196131,-0.30561036,0.16518726,0.14963785
6,5,11,11,27,20,-0.093752801,0.08806622,,,,,,,-0.19482636,-0.12894306,-0.16881415,0.54708381
20,33,28,27,38,35,-0.28707475,-0.048233493,-0.212049512,-0.200483359,-0.057907797,0.114991781,0.037989254,0.09070559,0.205142172,0.146219066,0.151621022,-0.09440738
26,41,26,24,23,15,-0.0976151,-0.23193013,0.07662225,0.01581937,-0.03941539,-0.05625208,-0.01547385,0.04212332,-0.02113014,-0.15707686,-0.03909418,-0.00406042
20,28,15,15,16,20,0.156007,0.084684052,0.015050671,0.061221987,0.13678335,0.66348034,-0.361070561,-0.18183666,0.221492651,-0.27766544,-0.248649399,0.22218519
36,42,34,34,21,16,0.1899628,0.159435627,-0.0709914,0.00623372,-0.09173037,0.04969148,0.151789549,0.193727268,-0.11842891,-0.1564686,0.0999102,0.11086789
40,31,33,29,31,24,0.76204625,0.75734543,-0.91127876,-0.77535792,-0.04245271,-0.06794813,-0.026296034,0.063654372,-0.146985002,-0.675834512,-0.251776669,-0.283506735
23,29,25,24,32,26,-0.0371368,-0.446238857,-0.18757369,-0.433758007,-0.47463489,-0.22267413,,,0.10850081,0.1023859,,
25,16,45,37,37,29,0.07116881,-0.0967854,0.0053036,-0.21275073,-0.28444037,-0.26876679,-0.02203044,-0.18166086,0.04083267,0.09513929,-0.00635821,0.230532329
20,21,27,27,35,16,-0.277000874,-0.163508002,0.36675337,0.09427986,-0.05203873,0.0436841,0.03739697,0.29162642,0.35519857,0.62844763,0.0546168,-0.016920086
29,46,43,36,37,29,0.046463382,-0.259392251,-0.30155888,-0.189141786,-0.049594526,0.155777779,-0.22476966,-0.16906655,0.09164214,0.12612909,0.11902277,0.03564437
37,36,48,39,36,27,0.04581688,0.17036104,-0.28381994,-0.17683267,0.4134027,-0.048706934,-0.08626413,0.04901907,-0.18709007,-0.16516173,0.10192781,0.12405121
15,20,47,35,37,30,-0.48986347,-0.170575222,0.01385653,-0.18633925,0.260900246,-0.41815353,-0.093708216,-0.58676989,-0.599912598,-0.253299598,0.136504375,0.13676323
18,18,24,25,38,33,0.14068174,0.22700149,-0.05184624,0.11125758,0.44601099,0.42478823,-0.55824185,-0.44144005,-0.01841813,0.72060038,-0.4690256,-0.45361861
23,20,31,28,40,35,-0.158544428,-0.1164667,0.3265267,-0.048533678,,,-0.17626284,-0.13345277,0.20219836,-0.19974539,,
22,25,25,23,28,23,0.49968308,0.75694268,-0.752673086,-0.3130214,0.04719919,0.21283614,0.2050646,0.20774077,0.09305835,-0.03468942,0.138270094,-0.22081683
25,32,30,29,31,28,0.326101367,0.45902615,0.008475996,-0.02306423,0.10907182,0.17449171,-0.367992002,-0.293636935,0.089736581,-0.041477505,0.44546025,0.35162418
29,32,29,7,33,,0.27381301,0.57139664,0.059022969,0.250301309,-0.1410575,-0.12362572,0.08457881,0.09798982,-0.233328716,-0.24061524,-0.134120585,-0.15513924
21,21,26,24,34,30,-0.08820273,-0.10275653,-0.53090902,-0.460218863,-0.25237708,-0.338782806,-0.173190733,0.189752587,-0.197499086,-0.263453242,0.065814011,0.031630263
24,24,47,46,31,20,0.06216799,-0.202933452,-0.177819,-0.175883453,-0.025657263,0.13432385,-0.3430056,-0.3911128,0.15646501,-0.19957998,-0.01960114,0.17858872
17,25,25,19,21,14,0.174812986,-0.153421469,0.12230796,0.261162793,-0.314783197,0.02040619,-0.17848277,-0.0823051,0.16637325,-0.03304095,-0.235289092,-0.16631998
31,38,31,22,38,26,0.023055272,0.009755539,0.27938962,0.59061855,0.54976865,0.339162442,0.148247445,0.0711973,0.02512766,0.45073125,-0.097245887,-0.21469525
22,29,19,22,32,27,-0.13789484,-0.37475057,-0.09364158,-0.00260463,0.24510995,0.496158142,0.274369259,0.82135203,0.373888546,0.06700289,0.29833556,0.299475034
27,45,37,35,36,28,0.0656068,0.05552205,0.09302599,0.02692514,0.08876533,0.082207,0.05651415,0.0210399,0.08185231,0.03519278,0.05375594,0.01799929
32,36,35,30,23,21,-0.08698654,-0.065169493,-0.238881347,-0.09923007,0.204983408,0.140909654,-0.041710157,0.10826196,0.10671089,0.05461654,-0.090236007,-0.07381216
25,25,20,19,35,27,-0.300224132,-0.194410746,0.019825348,0.082519341,0.28572467,-0.16387438,0.122882457,0.40239057,0.140567346,-0.07969379,0.38305572,0.02403707
